payment_id,booking_id,amount,payment_date,payment_status,payment_method
882,882,19472.63,2026-01-07 20:41:00,Refunded,Credit Card
883,883,4763.23,2025-04-15 14:07:00,Failed,Net Banking
884,884,18743.7,2025-04-06 00:16:00,Failed,UPI
885,885,5502.83,2025-08-09 02:21:00,Completed,Credit Card
886,886,5433.5,2025-07-08 00:12:00,Failed,Net Banking
887,887,5241.7,2025-06-22 21:37:00,Failed,UPI
888,888,10703.66,2026-02-12 18:49:00,Completed,Wallet
889,889,17457.57,2025-10-14 04:11:00,Completed,Debit Card
890,890,4981.23,2024-12-28 18:37:00,Completed,Credit Card
891,891,5143.58,2025-03-28 16:34:00,Completed,Credit Card
892,892,35949.63,2026-01-03 04:26:00,Completed,UPI
893,893,10361.41,2025-07-06 20:56:00,Completed,Credit Card
894,894,17512.23,2025-04-09 10:14:00,Failed,UPI
895,895,5572.75,2025-08-07 08:11:00,Refunded,UPI
896,896,9025.21,2025-04-23 17:19:00,Completed,Wallet
897,897,4371.91,2025-10-21 08:42:00,Refunded,Credit Card
898,898,5705.78,2026-01-07 02:30:00,Refunded,Net Banking
899,899,17943.85,2025-02-16 11:32:00,Refunded,Debit Card
900,900,5332.66,2025-07-31 06:17:00,Refunded,UPI
901,901,4427.35,2025-12-06 06:14:00,Completed,Wallet
902,902,5033.85,2025-12-20 08:50:00,Completed,UPI
903,903,4085.63,2025-03-12 09:45:00,Completed,Debit Card
904,904,15358.44,2025-05-20 19:39:00,Completed,Net Banking
905,905,5485.09,2025-05-08 21:14:00,Completed,Credit Card
906,906,30875.08,2025-11-29 02:15:00,Completed,Debit Card
907,907,16090.7,2025-07-18 06:19:00,Failed,Debit Card
908,908,5841.64,2026-04-03 15:12:00,Completed,Debit Card
909,909,8380.36,2025-08-14 20:57:00,Refunded,Credit Card
910,910,8269.41,2025-09-14 16:11:00,Completed,Wallet
911,911,5842.42,2025-04-20 18:52:00,Failed,Credit Card
912,912,7859.04,2026-03-22 12:34:00,Pending,Debit Card
913,913,4276.9,2025-07-30 10:56:00,Completed,Credit Card
914,914,18025.5,2025-01-07 20:27:00,Completed,Wallet
915,915,5599.62,2025-03-26 14:03:00,Completed,Net Banking
916,916,5082.0,2025-11-26 12:57:00,Refunded,Wallet
917,917,30741.2,2025-10-14 00:53:00,Failed,Wallet
918,918,36082.81,2025-06-22 19:44:00,Failed,Net Banking
919,919,4404.5,2026-01-12 03:36:00,Completed,Wallet
920,920,5714.92,2024-10-06 16:08:00,Completed,Net Banking
921,921,5424.34,2025-09-28 12:29:00,Completed,Credit Card
922,922,4705.49,2025-12-26 22:23:00,Failed,Net Banking
923,923,4805.79,2025-05-14 18:11:00,Failed,Debit Card
924,924,8427.66,2025-09-23 21:42:00,Pending,Debit Card
925,925,4066.69,2024-10-19 02:43:00,Completed,Net Banking
926,926,4565.59,2024-12-26 12:13:00,Pending,Net Banking
927,927,5731.65,2025-10-12 16:45:00,Completed,Wallet
928,928,15554.59,2024-12-19 06:54:00,Failed,Wallet
929,929,8335.78,2025-01-24 15:10:00,Completed,UPI
930,930,5191.6,2025-11-18 21:32:00,Pending,Wallet
931,931,10111.87,2025-11-10 20:42:00,Completed,UPI
932,932,5278.88,2026-02-17 20:12:00,Completed,Credit Card
933,933,18953.27,2025-03-17 23:04:00,Completed,Credit Card
934,934,9669.55,2025-06-11 13:37:00,Refunded,Net Banking
935,935,5812.7,2025-01-02 01:14:00,Completed,UPI
936,936,4188.67,2025-11-01 10:11:00,Completed,Credit Card
937,937,5104.41,2024-11-13 08:07:00,Completed,Wallet
938,938,9618.46,2025-07-12 20:53:00,Refunded,UPI
939,939,5125.93,2025-10-24 04:25:00,Completed,Debit Card
940,940,5429.56,2025-12-03 06:47:00,Completed,Debit Card
941,941,4855.2,2024-12-21 14:22:00,Pending,Credit Card
942,942,8819.02,2026-01-21 18:47:00,Refunded,Credit Card
943,943,14628.47,2025-09-04 19:02:00,Completed,Credit Card
944,944,10625.8,2025-03-11 21:11:00,Failed,Net Banking
945,945,5177.52,2025-04-26 11:30:00,Completed,Net Banking
946,946,14622.67,2025-12-25 23:21:00,Failed,Wallet
947,947,5218.93,2025-03-05 08:53:00,Completed,Net Banking
948,948,9656.36,2025-10-19 12:14:00,Completed,UPI
949,949,19023.64,2025-02-26 23:03:00,Completed,Credit Card
950,950,4231.61,2025-10-25 16:33:00,Refunded,Credit Card
951,951,9980.2,2025-02-03 20:02:00,Refunded,Debit Card
952,952,5678.13,2024-12-11 08:55:00,Completed,Wallet
953,953,5177.41,2025-11-19 13:46:00,Refunded,Net Banking
954,954,5484.24,2025-05-14 14:56:00,Completed,UPI
955,955,4519.52,2026-01-26 08:26:00,Completed,Net Banking
956,956,5650.84,2024-12-11 05:50:00,Completed,Net Banking
957,957,4118.46,2025-08-27 05:10:00,Completed,Wallet
958,958,30580.74,2025-03-03 18:44:00,Completed,Wallet
959,959,4879.34,2026-02-04 05:14:00,Refunded,UPI
960,960,18687.52,2025-12-16 18:40:00,Completed,Credit Card
961,961,5195.67,2025-09-27 20:40:00,Completed,Debit Card
962,962,14479.54,2026-04-13 16:21:00,Completed,UPI
963,963,5409.98,2024-10-25 03:41:00,Completed,Credit Card
964,964,4101.29,2026-03-19 10:19:00,Failed,Credit Card
965,965,4552.13,2025-04-09 20:49:00,Failed,Debit Card
966,966,4732.76,2024-12-17 01:47:00,Refunded,UPI
967,967,15136.8,2026-01-29 11:46:00,Refunded,Debit Card
968,968,5128.79,2026-04-29 16:47:00,Completed,Debit Card
969,969,4155.52,2025-12-08 09:21:00,Failed,UPI
970,970,4918.66,2025-01-18 11:14:00,Refunded,Net Banking
971,971,4397.46,2025-01-25 19:05:00,Pending,Net Banking
972,972,33133.56,2025-12-19 00:43:00,Completed,Credit Card
973,973,9454.0,2025-04-16 02:46:00,Refunded,Wallet
974,974,14374.59,2025-12-02 08:40:00,Completed,UPI
975,975,5669.57,2026-03-05 11:34:00,Completed,Wallet
976,976,30275.77,2025-12-01 07:01:00,Completed,Net Banking
977,977,5094.28,2025-11-17 04:30:00,Failed,Debit Card
978,978,8175.88,2025-08-04 22:23:00,Completed,UPI
979,979,28019.58,2025-01-11 02:47:00,Completed,Net Banking
980,980,10114.69,2024-11-27 14:49:00,Pending,Debit Card
981,981,8973.75,2026-01-24 01:04:00,Completed,UPI
982,982,16943.55,2025-03-19 15:46:00,Pending,Wallet
983,983,4797.71,2026-02-27 04:52:00,Completed,Net Banking
984,984,8814.31,2025-09-13 00:39:00,Completed,Debit Card
985,985,4600.5,2025-07-07 12:11:00,Refunded,UPI
986,986,5021.97,2025-11-17 21:47:00,Completed,Credit Card
987,987,28101.09,2025-12-10 02:36:00,Completed,UPI
988,988,17894.66,2025-12-13 01:20:00,Completed,UPI
989,989,5143.41,2025-09-13 14:44:00,Failed,Wallet
990,990,5327.57,2025-01-13 06:52:00,Refunded,UPI
991,991,4621.6,2025-01-09 09:45:00,Completed,UPI
992,992,10211.29,2025-08-26 18:09:00,Failed,Debit Card
993,993,4666.85,2025-07-22 03:25:00,Completed,UPI
994,994,4816.26,2025-01-05 01:38:00,Completed,UPI
995,995,4683.64,2025-08-08 11:53:00,Completed,UPI
996,996,17457.96,2026-01-09 11:52:00,Completed,Debit Card
997,997,16726.37,2026-03-20 07:11:00,Completed,UPI
998,998,4744.9,2025-11-13 03:27:00,Refunded,Credit Card
999,999,5840.85,2025-11-29 05:28:00,Failed,Wallet
1000,1000,5020.48,2025-11-04 04:17:00,Completed,Net Banking
