airport_id,airport_name,city,country,iata_code
922,Port Patricia International Airport,Port Patricia,San Marino,ARE
923,West Anthonyton International Airport,West Anthonyton,Central African Republic,FEH
924,Port Jeffrey International Airport,Port Jeffrey,Czech Republic,WAQ
925,West Denise International Airport,West Denise,Malaysia,GHK
926,Port Kimberlytown International Airport,Port Kimberlytown,Lebanon,OBH
927,Lake Glen International Airport,Lake Glen,Spain,DFX
928,East Johnnyport International Airport,East Johnnyport,Rwanda,NQU
929,Rodneyfurt International Airport,Rodneyfurt,Timor-Leste,UZU
930,Stephenborough International Airport,Stephenborough,Lao People's Democratic Republic,JOM
931,Ericafurt International Airport,Ericafurt,Myanmar,XNK
932,North Williamstad International Airport,North Williamstad,Monaco,EIF
933,Kennethville International Airport,Kennethville,Liberia,XUB
934,West Vanessamouth International Airport,West Vanessamouth,Tokelau,ZNT
935,Joseport International Airport,Joseport,Comoros,ZZC
936,New Kathy International Airport,New Kathy,United Arab Emirates,XBZ
937,Port Meredithfurt International Airport,Port Meredithfurt,Panama,FWU
938,Erintown International Airport,Erintown,Palau,JVV
939,Brightview International Airport,Brightview,United States of America,EPU
940,Sullivanton International Airport,Sullivanton,Myanmar,SXA
941,West Jessica International Airport,West Jessica,Cyprus,SYO
942,Knoxstad International Airport,Knoxstad,Madagascar,OEZ
943,Meganside International Airport,Meganside,Cocos (Keeling) Islands,WMI
944,Connorberg International Airport,Connorberg,Saint Vincent and the Grenadines,MCG
945,Jessicaside International Airport,Jessicaside,Serbia,FNA
946,Lake Rachel International Airport,Lake Rachel,Palau,XFD
947,East Michaelport International Airport,East Michaelport,Italy,SXV
948,Nathanshire International Airport,Nathanshire,French Polynesia,IAP
949,Yorkfort International Airport,Yorkfort,Austria,XUW
950,South Pamelahaven International Airport,South Pamelahaven,British Indian Ocean Territory (Chagos Archipelago),WYJ
951,Morenochester International Airport,Morenochester,Austria,YKC
952,East Victoria International Airport,East Victoria,Guam,HDE
953,Benitezmouth International Airport,Benitezmouth,Cambodia,YUY
954,Michelleburgh International Airport,Michelleburgh,Slovakia (Slovak Republic),QEZ
955,South Marvinburgh International Airport,South Marvinburgh,Germany,SYU
956,North Shannonborough International Airport,North Shannonborough,Senegal,FPE
957,New Kathy International Airport,New Kathy,Liechtenstein,HRD
958,East Christinachester International Airport,East Christinachester,Iraq,SYY
959,Sanfordfurt International Airport,Sanfordfurt,Albania,KZZ
960,New Jamesstad International Airport,New Jamesstad,Zambia,APX
961,West Katherinehaven International Airport,West Katherinehaven,Comoros,ZFO
962,Lake Adambury International Airport,Lake Adambury,Czech Republic,YDT
963,Larryville International Airport,Larryville,Hungary,GZE
964,Garyton International Airport,Garyton,French Southern Territories,XCS
965,Stephenhaven International Airport,Stephenhaven,Nepal,QXL
966,Ryanberg International Airport,Ryanberg,Guam,GGB
967,Howardborough International Airport,Howardborough,Chad,KTZ
968,Smithbury International Airport,Smithbury,Saint Lucia,WMJ
969,East Jessica International Airport,East Jessica,Namibia,OCM
970,North Michael International Airport,North Michael,Pakistan,WQR
971,South Nancyview International Airport,South Nancyview,Sierra Leone,EBV
972,New Virginiaville International Airport,New Virginiaville,Palau,HIY
973,North Hannahchester International Airport,North Hannahchester,Kenya,BEJ
974,Martinezview International Airport,Martinezview,Lebanon,TOX
975,East Heather International Airport,East Heather,Norfolk Island,CPP
976,West Robertville International Airport,West Robertville,Panama,MAY
977,Cindyberg International Airport,Cindyberg,Italy,EXE
978,New Jenniferville International Airport,New Jenniferville,Finland,CFE
979,Port Danielborough International Airport,Port Danielborough,New Caledonia,SSS
980,Port Jose International Airport,Port Jose,Mali,GHG
981,West Jade International Airport,West Jade,French Polynesia,DJL
982,North Amy International Airport,North Amy,United States Minor Outlying Islands,HRP
983,Lake Sarah International Airport,Lake Sarah,Greenland,FAE
984,North Alexander International Airport,North Alexander,Benin,HCV
985,Port Audreyfort International Airport,Port Audreyfort,Canada,IKM
986,Port Williamville International Airport,Port Williamville,United Kingdom,RCO
987,Dawnmouth International Airport,Dawnmouth,French Polynesia,EXJ
988,Stevenville International Airport,Stevenville,Suriname,FGB
989,Port Benjamin International Airport,Port Benjamin,French Guiana,TRC
990,Lauriemouth International Airport,Lauriemouth,Japan,IOZ
991,North Melissaton International Airport,North Melissaton,Algeria,POV
992,Lake Deborah International Airport,Lake Deborah,Greenland,VKN
993,Patriciaview International Airport,Patriciaview,Turkey,WMW
994,West Lisaburgh International Airport,West Lisaburgh,Brazil,MCX
995,Rossmouth International Airport,Rossmouth,Faroe Islands,SNX
996,Vaughnfort International Airport,Vaughnfort,South Georgia and the South Sandwich Islands,URQ
997,Banksburgh International Airport,Banksburgh,Bouvet Island (Bouvetoya),DTE
998,Lake Jessica International Airport,Lake Jessica,Western Sahara,ZZV
999,North Robert International Airport,North Robert,Nauru,DLZ
1000,Phammouth International Airport,Phammouth,Cocos (Keeling) Islands,LZQ
