flight_id,flight_number,source_airport_id,destination_airport_id,departure_time,arrival_time,flight_status
674,SG832,465,291,2025-07-12 17:45:00,2025-07-12 20:15:00,Delayed
675,BA514,159,939,2025-04-08 00:00:00,2025-04-08 14:30:00,Cancelled
676,G8756,963,405,2026-05-12 23:30:00,2026-05-13 07:15:00,Cancelled
677,UK881,73,419,2026-03-30 01:00:00,2026-03-30 08:15:00,Scheduled
678,QP813,262,790,2026-04-13 23:30:00,2026-04-14 09:15:00,Scheduled
679,AI932,395,949,2025-08-06 23:15:00,2025-08-07 04:00:00,Scheduled
680,SG360,724,693,2025-01-15 22:15:00,2025-01-16 04:00:00,Scheduled
681,EK507,593,975,2025-12-06 05:00:00,2025-12-06 07:00:00,Completed
682,EK358,998,923,2025-02-11 16:15:00,2025-02-11 23:30:00,Completed
683,EK870,513,991,2025-09-30 21:45:00,2025-10-01 08:15:00,Completed
684,G8866,746,891,2025-02-15 03:30:00,2025-02-15 17:45:00,Scheduled
685,AI199,767,408,2025-12-24 09:00:00,2025-12-24 12:45:00,Scheduled
686,SG280,714,428,2025-09-26 13:30:00,2025-09-27 02:15:00,Scheduled
687,BA680,721,138,2025-04-12 15:15:00,2025-04-13 00:15:00,Completed
688,G8992,191,206,2025-01-31 23:15:00,2025-02-01 12:30:00,Scheduled
689,6E486,642,935,2025-11-16 03:15:00,2025-11-16 05:45:00,Scheduled
690,6E109,66,351,2025-01-16 18:15:00,2025-01-17 03:00:00,Scheduled
691,LH910,770,979,2025-01-04 21:00:00,2025-01-04 23:15:00,Scheduled
692,SQ539,618,533,2026-05-08 08:45:00,2026-05-08 17:15:00,Scheduled
693,EK725,699,912,2025-06-25 10:15:00,2025-06-25 17:00:00,Scheduled
694,SG126,365,895,2025-06-19 03:00:00,2025-06-19 11:45:00,Completed
695,SQ802,890,544,2025-05-24 22:15:00,2025-05-25 05:00:00,Completed
696,AI748,487,528,2025-07-31 21:15:00,2025-07-31 22:45:00,Scheduled
697,UK721,47,993,2026-02-18 23:30:00,2026-02-19 11:15:00,Delayed
698,6E851,757,628,2026-02-11 02:30:00,2026-02-11 10:15:00,Scheduled
699,6E408,622,200,2025-12-31 04:00:00,2025-12-31 07:45:00,Completed
700,LH346,562,896,2025-08-28 05:45:00,2025-08-28 08:30:00,Scheduled
701,AI264,175,772,2026-04-29 21:00:00,2026-04-29 23:45:00,Cancelled
702,BA786,335,925,2025-07-16 08:15:00,2025-07-16 20:45:00,Scheduled
703,UK689,140,945,2025-10-01 20:45:00,2025-10-01 23:15:00,Completed
704,LH976,616,67,2025-11-26 10:45:00,2025-11-26 23:30:00,Scheduled
705,6E448,239,229,2025-05-13 03:30:00,2025-05-13 05:30:00,Completed
706,EK690,960,193,2026-01-17 03:30:00,2026-01-17 07:00:00,Completed
707,EK427,319,64,2025-10-30 17:15:00,2025-10-31 08:00:00,Completed
708,AI651,817,696,2026-04-24 04:15:00,2026-04-24 07:00:00,Completed
709,SG715,324,149,2026-02-22 09:15:00,2026-02-22 18:00:00,Scheduled
710,G8614,765,682,2026-03-11 22:00:00,2026-03-12 08:30:00,Cancelled
711,BA398,127,281,2026-03-11 22:45:00,2026-03-12 10:00:00,Completed
712,UK817,386,61,2026-02-19 10:15:00,2026-02-20 00:30:00,Completed
713,G8934,946,887,2026-02-02 05:45:00,2026-02-02 18:30:00,Completed
714,BA456,869,164,2025-01-12 17:45:00,2025-01-13 00:30:00,Completed
715,LH503,401,74,2025-09-28 23:30:00,2025-09-29 04:45:00,Scheduled
716,BA770,332,771,2026-02-10 18:00:00,2026-02-11 08:30:00,Scheduled
717,UK923,141,453,2025-12-23 15:30:00,2025-12-23 18:45:00,Completed
718,EK537,753,667,2025-01-05 11:00:00,2025-01-05 22:15:00,Completed
719,AI220,173,949,2025-01-29 03:30:00,2025-01-29 11:45:00,Cancelled
720,UK134,666,347,2025-10-31 13:15:00,2025-11-01 01:00:00,Scheduled
721,6E896,407,501,2025-06-04 22:15:00,2025-06-05 10:00:00,Delayed
722,6E219,838,666,2025-07-15 08:45:00,2025-07-15 14:45:00,Scheduled
723,G8810,501,657,2025-12-09 16:15:00,2025-12-09 18:00:00,Completed
724,G8685,814,608,2025-04-03 12:45:00,2025-04-04 00:30:00,Scheduled
725,EK669,334,66,2026-01-01 17:15:00,2026-01-02 00:15:00,Completed
726,UK774,803,832,2025-09-29 15:00:00,2025-09-30 00:00:00,Completed
727,QP225,186,883,2025-11-03 22:15:00,2025-11-04 00:00:00,Scheduled
728,AI186,589,212,2025-12-01 05:00:00,2025-12-01 14:30:00,Cancelled
729,UK407,519,306,2025-07-06 17:15:00,2025-07-07 00:15:00,Scheduled
730,QP635,969,532,2026-04-09 09:45:00,2026-04-09 13:30:00,Cancelled
731,AI342,361,621,2025-10-03 16:15:00,2025-10-04 04:15:00,Scheduled
732,SQ467,146,307,2026-03-15 06:15:00,2026-03-15 16:30:00,Scheduled
733,SG509,747,638,2025-08-05 02:30:00,2025-08-05 08:15:00,Delayed
734,6E744,968,261,2025-12-13 13:15:00,2025-12-13 22:30:00,Completed
735,EK941,649,714,2025-11-27 06:30:00,2025-11-27 16:45:00,Scheduled
736,6E644,807,445,2025-07-14 00:15:00,2025-07-14 02:45:00,Scheduled
737,G8249,562,417,2025-02-03 10:00:00,2025-02-03 16:30:00,Completed
738,6E901,232,281,2025-01-06 03:45:00,2025-01-06 08:30:00,Cancelled
739,SQ986,180,540,2026-01-08 09:45:00,2026-01-08 12:15:00,Scheduled
740,SG453,278,623,2025-02-20 01:15:00,2025-02-20 08:00:00,Completed
741,G8109,695,992,2026-02-08 17:45:00,2026-02-09 02:00:00,Completed
742,AI842,731,160,2025-12-03 04:15:00,2025-12-03 11:45:00,Completed
743,SG549,380,725,2026-02-03 07:45:00,2026-02-03 20:30:00,Cancelled
744,G8750,818,480,2025-09-15 09:30:00,2025-09-15 16:45:00,Completed
745,6E847,971,313,2025-07-28 10:00:00,2025-07-28 21:00:00,Scheduled
746,LH604,96,170,2025-10-22 01:00:00,2025-10-22 13:30:00,Completed
747,LH801,11,986,2026-05-01 13:15:00,2026-05-01 22:00:00,Cancelled
748,AI831,910,546,2025-12-24 03:45:00,2025-12-24 05:00:00,Scheduled
749,SG790,548,768,2025-06-26 07:00:00,2025-06-26 17:45:00,Cancelled
750,SG626,783,537,2026-04-08 07:15:00,2026-04-08 09:45:00,Scheduled
751,QP795,53,433,2025-09-11 12:15:00,2025-09-11 18:15:00,Scheduled
752,G8371,553,872,2026-01-28 03:30:00,2026-01-28 09:15:00,Scheduled
753,BA732,756,647,2025-10-19 12:15:00,2025-10-19 17:15:00,Completed
754,QP209,59,365,2025-01-04 19:45:00,2025-01-05 02:15:00,Scheduled
755,EK603,912,740,2025-04-06 12:30:00,2025-04-06 13:30:00,Scheduled
756,AI259,542,527,2026-04-06 04:45:00,2026-04-06 07:30:00,Completed
757,EK286,257,232,2025-08-29 12:30:00,2025-08-29 18:00:00,Delayed
758,QP865,276,112,2025-08-13 21:45:00,2025-08-14 01:00:00,Scheduled
759,G8141,368,905,2026-03-22 22:15:00,2026-03-23 00:30:00,Scheduled
760,BA781,432,762,2025-06-19 01:15:00,2025-06-19 12:30:00,Cancelled
761,QP869,122,432,2025-09-08 17:45:00,2025-09-09 07:00:00,Completed
762,6E911,903,410,2025-09-14 23:45:00,2025-09-15 02:45:00,Scheduled
763,EK711,160,353,2025-09-14 00:15:00,2025-09-14 01:45:00,Completed
764,UK732,445,492,2025-05-29 09:45:00,2025-05-29 12:30:00,Scheduled
765,UK782,524,192,2025-05-08 08:00:00,2025-05-08 22:30:00,Completed
766,UK223,204,486,2025-12-28 03:15:00,2025-12-28 07:30:00,Scheduled
767,6E985,40,281,2025-04-09 04:45:00,2025-04-09 06:00:00,Scheduled
768,EK590,418,538,2025-06-06 22:15:00,2025-06-07 02:45:00,Scheduled
769,G8459,438,660,2025-01-27 09:00:00,2025-01-27 14:30:00,Completed
770,AI776,253,328,2026-04-04 01:15:00,2026-04-04 02:15:00,Completed
771,G8603,218,293,2025-08-30 08:00:00,2025-08-30 15:15:00,Scheduled
772,QP469,312,115,2025-02-19 21:00:00,2025-02-20 08:15:00,Completed
773,UK698,371,761,2026-02-03 18:30:00,2026-02-03 23:00:00,Scheduled
774,UK821,909,109,2025-03-08 20:00:00,2025-03-08 21:15:00,Scheduled
775,UK646,102,77,2026-04-28 17:30:00,2026-04-28 23:15:00,Completed
776,QP559,45,131,2025-04-09 13:30:00,2025-04-10 03:00:00,Completed
777,SG713,121,933,2025-08-12 02:45:00,2025-08-12 09:45:00,Scheduled
778,EK606,991,133,2025-05-29 01:00:00,2025-05-29 14:15:00,Completed
779,LH898,892,526,2026-05-13 02:15:00,2026-05-13 11:00:00,Scheduled
780,SQ813,622,279,2025-04-16 05:00:00,2025-04-16 08:15:00,Scheduled
781,G8825,951,810,2025-09-20 14:30:00,2025-09-20 19:45:00,Scheduled
782,SG384,122,176,2025-04-25 01:15:00,2025-04-25 06:15:00,Cancelled
783,LH218,277,895,2026-02-09 01:15:00,2026-02-09 15:30:00,Scheduled
784,SG518,356,648,2025-11-06 11:30:00,2025-11-06 14:00:00,Completed
785,UK848,302,333,2025-01-30 20:00:00,2025-01-31 10:30:00,Cancelled
786,G8990,181,263,2026-05-13 00:00:00,2026-05-13 12:45:00,Completed
787,UK695,619,565,2025-04-16 14:15:00,2025-04-16 20:45:00,Completed
788,QP251,879,771,2025-07-22 04:45:00,2025-07-22 09:30:00,Cancelled
789,UK683,96,508,2025-04-03 14:15:00,2025-04-04 04:30:00,Delayed
790,SG937,747,185,2025-11-28 09:00:00,2025-11-28 14:15:00,Scheduled
791,BA760,623,193,2025-02-05 04:00:00,2025-02-05 11:15:00,Cancelled
792,EK493,103,742,2025-09-27 04:00:00,2025-09-27 14:00:00,Scheduled
793,6E374,847,14,2026-01-26 20:00:00,2026-01-26 23:15:00,Scheduled
794,6E307,643,615,2025-01-07 00:00:00,2025-01-07 09:30:00,Scheduled
795,BA258,778,577,2026-04-02 14:15:00,2026-04-02 19:45:00,Scheduled
796,6E657,557,709,2025-05-17 20:00:00,2025-05-17 21:00:00,Scheduled
797,AI332,524,908,2026-03-05 13:15:00,2026-03-05 14:30:00,Scheduled
798,6E603,151,362,2025-12-02 09:15:00,2025-12-02 21:00:00,Scheduled
799,6E469,113,230,2025-02-22 09:30:00,2025-02-22 12:00:00,Cancelled
800,LH442,942,87,2026-04-04 01:15:00,2026-04-04 05:00:00,Delayed
801,QP996,696,436,2025-03-18 21:30:00,2025-03-19 08:00:00,Scheduled
802,AI982,939,512,2025-12-05 11:30:00,2025-12-06 00:30:00,Cancelled
803,BA838,153,797,2025-12-02 04:30:00,2025-12-02 08:15:00,Completed
804,G8248,1000,490,2026-02-22 02:00:00,2026-02-22 12:45:00,Scheduled
805,EK592,131,187,2026-01-28 12:30:00,2026-01-28 19:15:00,Completed
806,EK528,424,617,2026-02-11 20:30:00,2026-02-11 23:45:00,Delayed
807,SQ832,552,547,2025-09-10 17:15:00,2025-09-11 00:15:00,Scheduled
808,UK470,592,796,2025-12-22 23:15:00,2025-12-23 11:15:00,Scheduled
809,AI457,872,18,2025-07-05 17:45:00,2025-07-05 20:45:00,Scheduled
810,LH531,870,888,2026-02-03 04:30:00,2026-02-03 12:45:00,Scheduled
811,EK850,848,230,2025-01-29 23:15:00,2025-01-30 01:30:00,Scheduled
812,BA957,989,435,2025-07-10 01:00:00,2025-07-10 12:00:00,Delayed
813,6E112,162,31,2025-03-17 11:15:00,2025-03-17 13:30:00,Delayed
814,LH815,834,427,2025-03-18 05:45:00,2025-03-18 18:00:00,Cancelled
815,G8213,482,422,2026-01-05 10:45:00,2026-01-05 23:45:00,Scheduled
816,AI505,903,658,2025-01-17 19:15:00,2025-01-18 04:30:00,Completed
817,UK533,697,971,2026-03-25 14:30:00,2026-03-26 01:00:00,Cancelled
818,EK733,279,997,2025-02-17 16:45:00,2025-02-17 20:00:00,Scheduled
819,BA420,402,189,2026-02-26 23:00:00,2026-02-27 13:45:00,Completed
820,EK299,415,848,2025-07-14 05:00:00,2025-07-14 18:30:00,Scheduled
821,G8266,107,80,2025-07-05 19:30:00,2025-07-05 20:45:00,Delayed
822,AI346,67,217,2025-11-02 00:30:00,2025-11-02 04:45:00,Scheduled
823,QP195,584,579,2025-01-23 18:45:00,2025-01-23 19:45:00,Cancelled
824,QP869,9,366,2026-01-20 09:45:00,2026-01-20 19:00:00,Scheduled
825,LH203,365,998,2025-03-08 22:00:00,2025-03-09 04:45:00,Delayed
826,G8265,794,154,2025-01-13 18:45:00,2025-01-14 02:45:00,Scheduled
827,UK926,475,81,2026-03-30 20:00:00,2026-03-31 08:15:00,Completed
828,QP397,145,788,2026-01-03 05:30:00,2026-01-03 13:45:00,Scheduled
829,SQ721,877,963,2025-08-09 01:45:00,2025-08-09 06:00:00,Scheduled
830,SG884,157,581,2025-11-18 15:00:00,2025-11-19 04:00:00,Completed
831,QP273,561,889,2026-05-12 02:45:00,2026-05-12 05:30:00,Cancelled
832,6E283,166,70,2025-05-24 18:30:00,2025-05-25 00:30:00,Completed
833,6E682,472,265,2025-08-31 08:45:00,2025-08-31 20:00:00,Delayed
834,BA475,373,880,2025-05-27 12:45:00,2025-05-28 03:00:00,Delayed
835,LH560,640,975,2025-06-10 11:00:00,2025-06-10 22:45:00,Scheduled
836,LH108,897,699,2025-01-22 19:00:00,2025-01-23 07:15:00,Scheduled
837,UK497,108,298,2025-07-12 05:45:00,2025-07-12 19:45:00,Completed
838,6E187,686,96,2025-06-28 14:45:00,2025-06-29 02:30:00,Scheduled
839,QP166,111,940,2026-05-07 12:45:00,2026-05-07 17:30:00,Scheduled
840,BA139,619,498,2025-04-19 22:45:00,2025-04-20 01:15:00,Delayed
841,SQ892,972,482,2025-03-16 20:15:00,2025-03-17 02:15:00,Scheduled
842,UK988,959,828,2025-07-05 13:45:00,2025-07-05 17:45:00,Scheduled
843,6E245,777,701,2025-08-05 08:30:00,2025-08-05 19:45:00,Scheduled
844,LH319,415,84,2025-06-02 22:45:00,2025-06-03 13:30:00,Completed
845,G8268,266,189,2026-03-02 01:00:00,2026-03-02 08:30:00,Scheduled
846,QP809,965,430,2025-09-04 15:15:00,2025-09-05 04:00:00,Delayed
847,QP780,843,11,2025-10-15 19:15:00,2025-10-15 21:30:00,Cancelled
848,BA251,962,752,2026-01-16 23:30:00,2026-01-17 00:45:00,Delayed
849,BA952,325,117,2026-02-10 21:45:00,2026-02-11 02:45:00,Completed
850,UK530,650,461,2025-11-24 18:00:00,2025-11-24 19:15:00,Completed
851,UK795,793,171,2025-11-04 12:15:00,2025-11-04 18:30:00,Delayed
852,LH938,15,380,2026-02-21 11:00:00,2026-02-21 16:30:00,Completed
853,QP948,717,512,2025-11-29 14:45:00,2025-11-29 22:15:00,Delayed
854,EK482,536,998,2026-01-27 10:00:00,2026-01-27 13:45:00,Scheduled
855,G8818,610,167,2025-10-05 13:45:00,2025-10-05 19:30:00,Completed
856,6E765,948,928,2026-03-15 03:00:00,2026-03-15 16:00:00,Scheduled
857,LH695,955,422,2025-02-23 15:00:00,2025-02-24 02:45:00,Completed
858,LH490,684,297,2026-03-13 13:15:00,2026-03-13 18:00:00,Scheduled
859,EK940,877,481,2026-05-02 03:30:00,2026-05-02 17:15:00,Completed
860,LH390,804,759,2025-07-22 00:30:00,2025-07-22 13:45:00,Scheduled
861,AI115,675,271,2025-06-07 13:15:00,2025-06-07 15:00:00,Scheduled
862,SQ540,810,384,2026-03-07 16:30:00,2026-03-07 22:45:00,Scheduled
863,SQ539,997,401,2025-04-09 19:45:00,2025-04-10 09:45:00,Scheduled
864,LH262,652,400,2026-05-16 23:15:00,2026-05-17 06:45:00,Scheduled
865,G8957,102,728,2026-02-15 04:00:00,2026-02-15 15:45:00,Delayed
866,AI743,972,331,2025-04-15 02:00:00,2025-04-15 03:45:00,Completed
867,AI860,157,29,2025-11-13 22:00:00,2025-11-14 08:45:00,Completed
868,G8298,465,650,2025-11-20 11:15:00,2025-11-20 15:30:00,Delayed
869,G8184,252,744,2026-02-04 12:30:00,2026-02-04 23:30:00,Cancelled
870,SQ225,643,24,2025-11-23 18:00:00,2025-11-23 20:45:00,Scheduled
871,QP958,290,269,2026-04-04 05:00:00,2026-04-04 07:45:00,Scheduled
872,6E315,104,503,2026-02-12 00:45:00,2026-02-12 03:30:00,Completed
873,SG405,385,912,2025-06-10 20:45:00,2025-06-11 10:00:00,Scheduled
874,QP595,183,676,2025-10-18 20:00:00,2025-10-18 22:30:00,Cancelled
875,SQ130,615,560,2025-01-03 05:30:00,2025-01-03 07:45:00,Delayed
876,6E322,531,525,2026-01-25 04:15:00,2026-01-25 18:45:00,Scheduled
877,BA304,142,226,2025-02-12 23:15:00,2025-02-13 04:45:00,Cancelled
878,EK624,357,726,2025-10-10 20:30:00,2025-10-11 05:15:00,Cancelled
879,EK205,945,198,2025-05-09 05:15:00,2025-05-09 16:45:00,Delayed
880,EK556,785,602,2025-06-09 05:15:00,2025-06-09 18:00:00,Scheduled
881,EK304,766,279,2026-02-22 10:00:00,2026-02-22 20:45:00,Delayed
882,LH359,383,920,2025-11-20 02:45:00,2025-11-20 05:45:00,Delayed
883,6E284,301,619,2026-02-28 20:30:00,2026-03-01 03:30:00,Completed
884,QP480,440,810,2025-04-06 11:15:00,2025-04-06 13:30:00,Scheduled
885,UK576,322,126,2025-01-05 10:00:00,2025-01-05 22:30:00,Delayed
886,SQ317,330,921,2025-04-30 17:00:00,2025-05-01 00:30:00,Delayed
887,EK425,106,575,2025-05-23 22:00:00,2025-05-24 08:45:00,Completed
888,EK222,203,202,2025-01-26 15:45:00,2025-01-26 17:15:00,Scheduled
889,G8118,176,616,2025-06-17 18:45:00,2025-06-17 22:45:00,Completed
890,AI646,877,590,2025-01-03 14:30:00,2025-01-03 18:15:00,Cancelled
891,EK840,41,346,2025-11-27 00:00:00,2025-11-27 08:00:00,Scheduled
892,BA727,325,772,2025-06-27 12:00:00,2025-06-27 21:30:00,Scheduled
893,SQ205,306,714,2025-08-21 15:00:00,2025-08-22 05:30:00,Scheduled
894,UK274,49,846,2025-01-06 04:00:00,2025-01-06 10:45:00,Scheduled
895,G8903,742,924,2026-02-20 11:00:00,2026-02-20 23:00:00,Scheduled
896,G8815,50,970,2025-06-05 02:30:00,2025-06-05 09:15:00,Scheduled
897,SQ970,142,598,2025-08-24 03:15:00,2025-08-24 09:30:00,Cancelled
898,SQ589,424,653,2025-08-17 21:00:00,2025-08-18 06:15:00,Completed
899,G8884,1000,288,2025-06-14 23:45:00,2025-06-15 03:45:00,Scheduled
900,6E606,85,362,2025-10-13 07:15:00,2025-10-13 19:15:00,Scheduled
901,6E448,14,687,2025-04-21 14:45:00,2025-04-21 19:30:00,Scheduled
902,BA771,605,780,2025-09-28 16:30:00,2025-09-29 06:00:00,Scheduled
903,BA988,517,109,2026-04-14 04:15:00,2026-04-14 11:00:00,Completed
904,SG802,208,799,2025-07-24 06:00:00,2025-07-24 11:45:00,Scheduled
905,6E346,891,592,2025-11-28 03:15:00,2025-11-28 11:15:00,Scheduled
906,QP371,472,192,2025-05-17 00:45:00,2025-05-17 12:30:00,Scheduled
907,LH541,564,87,2025-07-01 13:15:00,2025-07-01 17:00:00,Delayed
908,EK298,55,452,2025-05-20 11:00:00,2025-05-20 12:45:00,Scheduled
909,6E797,413,181,2025-11-01 08:45:00,2025-11-01 18:30:00,Scheduled
910,SQ372,255,982,2025-02-26 07:00:00,2025-02-26 08:00:00,Scheduled
911,6E325,545,104,2025-05-22 07:45:00,2025-05-22 15:30:00,Completed
912,QP752,901,709,2025-05-18 15:15:00,2025-05-18 18:30:00,Scheduled
913,G8973,611,295,2026-01-11 00:00:00,2026-01-11 03:45:00,Cancelled
914,QP566,245,175,2025-06-11 21:00:00,2025-06-12 00:15:00,Scheduled
915,G8178,14,683,2025-08-31 13:30:00,2025-08-31 14:45:00,Scheduled
916,BA994,779,874,2025-01-05 19:30:00,2025-01-06 03:30:00,Scheduled
917,LH615,113,47,2026-02-24 00:30:00,2026-02-24 14:45:00,Scheduled
918,BA602,151,794,2025-02-18 03:30:00,2025-02-18 17:00:00,Completed
919,AI947,559,264,2025-12-06 15:30:00,2025-12-06 22:15:00,Scheduled
920,LH845,728,342,2026-04-02 16:45:00,2026-04-02 19:15:00,Completed
921,AI350,152,421,2026-03-15 07:15:00,2026-03-15 14:00:00,Delayed
922,UK486,713,997,2025-08-09 11:15:00,2025-08-09 23:15:00,Completed
923,G8795,989,281,2026-03-26 20:45:00,2026-03-27 06:00:00,Scheduled
924,AI693,340,401,2025-10-29 13:30:00,2025-10-29 18:45:00,Delayed
925,SQ911,352,855,2025-11-10 03:45:00,2025-11-10 17:30:00,Completed
926,BA797,296,113,2026-05-12 00:45:00,2026-05-12 12:00:00,Scheduled
927,G8166,990,297,2025-11-16 17:15:00,2025-11-16 23:00:00,Completed
928,AI600,16,465,2025-01-21 06:30:00,2025-01-21 20:30:00,Scheduled
929,QP999,441,361,2025-12-05 00:00:00,2025-12-05 05:15:00,Scheduled
930,SG850,880,515,2025-12-07 17:15:00,2025-12-07 19:45:00,Scheduled
931,QP354,600,941,2025-02-11 09:15:00,2025-02-11 11:00:00,Completed
932,SQ418,653,396,2025-08-05 12:00:00,2025-08-05 17:30:00,Scheduled
933,G8238,447,696,2026-03-25 10:15:00,2026-03-25 21:30:00,Scheduled
934,LH287,205,309,2025-06-06 02:30:00,2025-06-06 13:15:00,Scheduled
935,QP615,897,854,2025-08-12 03:15:00,2025-08-12 13:00:00,Cancelled
936,EK572,730,367,2025-08-28 11:45:00,2025-08-28 20:30:00,Scheduled
937,SQ409,573,28,2026-05-06 13:00:00,2026-05-07 02:15:00,Completed
938,SG512,595,525,2025-07-11 04:30:00,2025-07-11 06:15:00,Completed
939,6E156,474,827,2026-01-26 16:45:00,2026-01-27 06:45:00,Scheduled
940,SQ593,666,110,2025-06-20 19:00:00,2025-06-21 09:30:00,Completed
941,LH247,886,63,2025-03-04 23:00:00,2025-03-05 11:15:00,Delayed
942,AI924,991,508,2025-03-11 07:15:00,2025-03-11 12:45:00,Delayed
943,LH199,705,206,2025-02-28 02:00:00,2025-02-28 05:00:00,Scheduled
944,6E407,107,486,2025-01-13 16:45:00,2025-01-13 23:45:00,Scheduled
945,SQ226,189,840,2025-05-01 17:30:00,2025-05-02 08:15:00,Scheduled
946,BA591,652,23,2025-04-05 04:15:00,2025-04-05 07:30:00,Scheduled
947,EK495,684,103,2026-05-07 18:45:00,2026-05-08 01:15:00,Completed
948,BA223,110,476,2025-08-02 13:15:00,2025-08-02 14:45:00,Delayed
949,SG579,12,595,2025-06-05 01:45:00,2025-06-05 03:15:00,Completed
950,QP823,470,284,2025-01-05 05:30:00,2025-01-05 14:45:00,Delayed
951,BA832,526,65,2025-03-31 20:15:00,2025-04-01 02:45:00,Completed
952,BA485,144,286,2026-02-06 21:30:00,2026-02-07 04:30:00,Cancelled
953,SQ694,621,675,2025-04-03 18:30:00,2025-04-03 22:00:00,Scheduled
954,UK198,633,850,2025-07-26 02:00:00,2025-07-26 03:15:00,Completed
955,UK207,512,957,2025-12-14 15:30:00,2025-12-15 04:45:00,Completed
956,SQ356,179,746,2026-04-02 12:45:00,2026-04-02 14:45:00,Scheduled
957,SG428,868,768,2025-02-07 14:30:00,2025-02-08 00:30:00,Scheduled
958,BA548,461,387,2025-03-10 20:15:00,2025-03-11 00:45:00,Completed
959,6E696,231,207,2026-01-15 05:45:00,2026-01-15 20:00:00,Scheduled
960,AI468,983,685,2025-02-19 06:00:00,2025-02-19 19:15:00,Completed
961,UK952,582,560,2026-03-19 02:30:00,2026-03-19 06:15:00,Scheduled
962,6E549,848,486,2025-09-14 11:30:00,2025-09-14 21:45:00,Scheduled
963,6E220,386,895,2025-02-06 18:00:00,2025-02-06 21:30:00,Delayed
964,G8499,53,616,2025-10-04 10:00:00,2025-10-04 14:30:00,Completed
965,LH725,70,894,2026-03-23 05:30:00,2026-03-23 07:45:00,Delayed
966,G8768,409,634,2025-01-30 17:00:00,2025-01-31 03:45:00,Scheduled
967,SG309,347,432,2025-05-14 06:30:00,2025-05-14 19:30:00,Delayed
968,6E924,752,338,2026-04-19 21:00:00,2026-04-20 01:45:00,Cancelled
969,SQ857,927,625,2025-12-26 01:30:00,2025-12-26 04:15:00,Completed
970,6E136,83,909,2025-10-10 15:15:00,2025-10-10 20:15:00,Delayed
971,AI156,231,666,2025-06-29 13:45:00,2025-06-29 19:00:00,Scheduled
972,LH593,801,831,2025-04-11 17:45:00,2025-04-12 04:45:00,Scheduled
973,LH241,785,387,2025-12-23 04:45:00,2025-12-23 17:30:00,Scheduled
974,EK159,121,919,2025-11-12 11:30:00,2025-11-12 16:00:00,Scheduled
975,AI994,95,603,2025-01-06 07:45:00,2025-01-06 19:45:00,Completed
976,G8144,833,59,2025-02-09 01:15:00,2025-02-09 09:30:00,Scheduled
977,BA773,617,671,2026-04-01 07:30:00,2026-04-01 11:15:00,Scheduled
978,UK554,79,257,2026-04-26 17:15:00,2026-04-27 01:45:00,Completed
979,LH373,965,376,2026-02-04 17:30:00,2026-02-05 07:45:00,Scheduled
980,G8180,555,516,2025-02-23 01:30:00,2025-02-23 09:15:00,Scheduled
981,6E481,141,862,2026-05-15 16:15:00,2026-05-15 21:30:00,Completed
982,6E121,807,146,2025-01-19 07:45:00,2025-01-19 19:30:00,Delayed
983,AI385,35,277,2025-05-23 18:45:00,2025-05-23 23:45:00,Completed
984,UK310,394,508,2025-01-10 12:45:00,2025-01-10 20:45:00,Scheduled
985,AI723,676,442,2025-09-30 01:30:00,2025-09-30 03:00:00,Completed
986,QP843,345,945,2026-03-01 08:15:00,2026-03-01 21:15:00,Completed
987,LH497,445,887,2025-08-07 23:00:00,2025-08-08 12:00:00,Cancelled
988,SG490,955,695,2025-05-28 17:45:00,2025-05-29 01:15:00,Delayed
989,6E355,947,244,2025-03-09 00:30:00,2025-03-09 14:00:00,Completed
990,QP375,303,346,2025-10-20 12:00:00,2025-10-20 22:30:00,Completed
991,SQ776,802,669,2026-02-19 19:00:00,2026-02-19 21:30:00,Scheduled
992,AI577,271,868,2025-04-02 14:45:00,2025-04-02 16:30:00,Scheduled
993,SQ181,368,492,2025-11-23 17:15:00,2025-11-24 00:15:00,Scheduled
994,G8365,625,565,2025-06-10 02:45:00,2025-06-10 06:15:00,Completed
995,UK217,131,233,2025-11-19 05:15:00,2025-11-19 19:15:00,Completed
996,AI831,189,701,2025-09-17 14:30:00,2025-09-17 15:45:00,Cancelled
997,SQ340,999,264,2025-01-09 21:30:00,2025-01-10 06:30:00,Scheduled
998,QP684,80,520,2025-08-16 03:00:00,2025-08-16 07:15:00,Scheduled
999,AI434,843,698,2025-08-01 02:45:00,2025-08-01 08:00:00,Completed
1000,SQ131,369,344,2026-05-15 13:30:00,2026-05-15 22:00:00,Scheduled
